DigitalClickTime,GazeTime,GazeDistance,TargetX,TargetY
881.7595,38.2568,0.044531234,0.31558919,0.426250726
672.4967,272.1994,0.482861086,0.361691892,0.278752208
475.3609,278.3345,0.125378266,0.361691892,0.426250726
466.5169,195.355,0.097216129,0.546102703,0.5
461.2538,192.4327,0.009487605,0.407794595,0.35250148200000003
436.9878,0.069,5.5700000000000005e-05,0.546102703,0.5
535.3016,235.36900000000003,0.35589968,0.407794595,0.647498488
528.0893,0.0328,0.083505043,0.45389729700000003,0.5737492439999999
503.0862,0.0386,0.017908886000000002,0.546102703,0.426250726
881.7595,38.2568,0.044531234,0.31558919,0.426250726
672.4967,272.1994,0.482861086,0.361691892,0.278752208
475.3609,278.3345,0.125378266,0.361691892,0.426250726
466.5169,195.355,0.097216129,0.546102703,0.5
461.2538,192.4327,0.009487605,0.407794595,0.35250148200000003
436.9878,0.069,5.5700000000000005e-05,0.546102703,0.5
535.3016,235.36900000000003,0.35589968,0.407794595,0.647498488
528.0893,0.0328,0.083505043,0.45389729700000003,0.5737492439999999
503.0862,0.0386,0.017908886000000002,0.546102703,0.426250726
881.7595,38.2568,0.044531234,0.31558919,0.426250726
672.4967,272.1994,0.482861086,0.361691892,0.278752208
475.3609,278.3345,0.125378266,0.361691892,0.426250726
466.5169,195.355,0.097216129,0.546102703,0.5
461.2538,192.4327,0.009487605,0.407794595,0.35250148200000003
436.9878,0.069,5.5700000000000005e-05,0.546102703,0.5
535.3016,235.36900000000003,0.35589968,0.407794595,0.647498488
528.0893,0.0328,0.083505043,0.45389729700000003,0.5737492439999999
503.0862,0.0386,0.017908886000000002,0.546102703,0.426250726
881.7595,38.2568,0.044531234,0.31558919,0.426250726
672.4967,272.1994,0.482861086,0.361691892,0.278752208
475.3609,278.3345,0.125378266,0.361691892,0.426250726
466.5169,195.355,0.097216129,0.546102703,0.5
461.2538,192.4327,0.009487605,0.407794595,0.35250148200000003
436.9878,0.069,5.5700000000000005e-05,0.546102703,0.5
535.3016,235.36900000000003,0.35589968,0.407794595,0.647498488
528.0893,0.0328,0.083505043,0.45389729700000003,0.5737492439999999
503.0862,0.0386,0.017908886000000002,0.546102703,0.426250726
814.5149,481.3143,0.36796731299999996,0.6383081079999999,0.5737492439999999
474.5867,25.3792,0.079391114,0.68441081,0.721247792
740.785,0.0334,0.037145882000000005,0.592205405,0.721247792
448.3134,245.1069,0.08657193,0.6383081079999999,0.721247792
503.3767,485.2865,0.229634256,0.361691892,0.426250726
1144.2747,694.0945,0.460465471,0.269486487,0.5737492439999999
562.7952,248.4417,0.38703102799999994,0.407794595,0.721247792
490.2808,317.8419,0.008048809,0.546102703,0.721247792
462.6644,32.1656,0.0265399,0.592205405,0.721247792
746.9578,418.824,0.267008819,0.45389729700000003,0.131253719
494.0596,271.7976,0.342102155,0.45389729700000003,0.647498488
500.0032,346.8282,0.056456066,0.592205405,0.5737492439999999
676.0108,294.8058,0.138260302,0.31558919,0.647498488
439.8308,220.141,0.005840471999999999,0.5,0.721247792
445.97900000000004,140.7337,0.008099027,0.5,0.5
487.2993,230.2609,0.10676015300000001,0.45389729700000003,0.5
520.7062,10.9193,0.001194631,0.45389729700000003,0.5737492439999999
408.2298,211.1523,0.026232152999999998,0.546102703,0.5737492439999999
540.0412,315.985,0.153760746376482,0.38137352466583296,0.573749244213104
544.7981,525.8202,0.35249534164482,0.341831386089325,0.205002963542938
534.6066,308.2629,0.34154103687285403,0.6186264753341669,0.647498488426209
496.9449,343.7234,0.27066267657160603,0.42091569304466203,0.278752207756042
583.572,294.0724,0.34957958158081004,0.57908433675766,0.7949970364570621
495.3514,310.2615,0.0957787288879101,0.42091569304466203,0.573749244213104
554.8194,0.0327,0.0434309667235939,0.42091569304466203,0.647498488426209
502.7359,281.9286,0.413074985680202,0.42091569304466203,0.721247792243958
476.3781,256.9386,0.0282940477192708,0.38137352466583296,0.573749244213104
576.4172,16.7893,0.28182580283873404,0.38137352466583296,0.278752207756042
560.6821,271.893,0.19122663961303699,0.302289217710495,0.5
472.5158,228.0185,0.00624377278933286,0.42091569304466203,0.35250148177146895
531.2383,266.0063,0.352969629520614,0.6186264753341669,0.7949970364570621
476.5872,363.9052,0.0297822432064085,0.42091569304466203,0.7949970364570621
560.1976,227.0709,0.0104404374276324,0.5,0.573749244213104
486.1263,0.0315,0.0126035520377568,0.341831386089325,0.5
478.3144,0.0323,0.0307091911875085,0.658168613910675,0.278752207756042
563.4598,264.9234,0.308993644049646,0.341831386089325,0.7949970364570621
475.5276,0.0328,0.0043903573990754,0.46045783162117,0.205002963542938
503.2904,264.5315,0.14240885876071,0.42091569304466203,0.7949970364570621
492.4386,346.8738,0.0214961436728317,0.341831386089325,0.7949970364570621
476.7642,452.6825,0.234565934473385,0.6186264753341669,0.647498488426209
500.8063,318.8729,0.191522189529489,0.341831386089325,0.7949970364570621
639.0473,291.1353,0.31577018832401504,0.57908433675766,0.7949970364570621
494.4384,342.20599999999996,0.063817787808973,0.341831386089325,0.721247792243958
741.3009,387.6401,0.125247033150562,0.6186264753341669,0.647498488426209
488.4132,367.3191,0.0953465016496521,0.42091569304466203,0.573749244213104
418.0487,293.0537,0.0529509226617406,0.42091569304466203,0.7949970364570621
432.9299,413.8648,0.100049247960946,0.42091569304466203,0.5
503.85,295.0163,0.244306085756411,0.57908433675766,0.647498488426209
420.7542,27.4804,0.0383012702319898,0.6186264753341669,0.721247792243958
392.084,0.0325,0.0397010596528529,0.5,0.647498488426209
521.4484,265.4502,0.16608318855949,0.302289217710495,0.7949970364570621
424.0848,217.1617,0.0582918369230899,0.42091569304466203,0.5
477.2208,212.2307,0.143798113480377,0.38137352466583296,0.5
507.2767,275.7212,0.224937318817568,0.302289217710495,0.7949970364570621
454.5366,244.5168,0.22716411064684197,0.38137352466583296,0.647498488426209
500.1861,268.6978,0.347831267720693,0.302289217710495,0.205002963542938
487.9862,308.4085,0.5094176915586429,0.57908433675766,0.7949970364570621
485.4578,260.1174,0.31479238501313106,0.302289217710495,0.721247792243958
497.1931,0.0395,0.0319055463117465,0.302289217710495,0.647498488426209
786.3567,444.3074,0.39635131151798797,0.539542138576508,0.573749244213104
412.2767,0.073,0.0188134387390084,0.38137352466583296,0.573749244213104
533.8383,398.8813,0.20671827087509603,0.5,0.205002963542938
504.4061,285.2085,0.35252718057231297,0.341831386089325,0.721247792243958
447.5388,0.0358,0.0147677970156277,0.6186264753341669,0.5
514.8462,288.5868,0.170605792453217,0.658168613910675,0.647498488426209
435.4205,10.4098,0.033579849294563,0.658168613910675,0.7949970364570621
418.6791,0.0313,0.029968124414919,0.46045783162117,0.647498488426209
573.6685,403.1019,0.43196700801666,0.57908433675766,0.7949970364570621
444.5885,395.9353,0.25283610604718904,0.38137352466583296,0.5
474.3645,462.9016,0.126677219017332,0.539542138576508,0.426250725984573
392.9083,371.8882,0.131035038196455,0.57908433675766,0.426250725984573
737.2047,609.8494,0.133353387843189,0.302289217710495,0.205002963542938
523.4853,409.4527,0.266928669814844,0.57908433675766,0.573749244213104
572.6374,423.7398,0.157035939631259,0.302289217710495,0.721247792243958
524.2956,385.2744,0.331594888399036,0.658168613910675,0.426250725984573
779.9431,544.8701,0.16571218934477802,0.341831386089325,0.35250148177146895
827.5305,0.0405,0.0547731093492022,0.38137352466583296,0.35250148177146895
814.778,483.1528,0.262321131498138,0.5,0.426250725984573
501.8806,331.0101,0.16373656481007998,0.38137352466583296,0.278752207756042
719.7458,336.69,0.29726562971613596,0.57908433675766,0.721247792243958
516.2951,4.4795,0.00614728045810566,0.539542138576508,0.7949970364570621
564.8695,381.6822,0.39182434035774893,0.38137352466583296,0.7949970364570621
703.7347,387.2598,0.0311953728290419,0.341831386089325,0.573749244213104
444.9416,281.8673,0.18120835859874598,0.5,0.426250725984573
714.6067,337.5935,0.292463402621037,0.42091569304466203,0.7949970364570621
483.8442,344.4721,0.0826332701215544,0.57908433675766,0.573749244213104
385.5469,0.0701,0.0289183312903974,0.57908433675766,0.647498488426209
747.1779,587.9491,0.0934336252733451,0.302289217710495,0.426250725984573
455.4509,369.6402,0.14054383262601,0.42091569304466203,0.278752207756042
451.8045,399.9014,0.0666525963420571,0.341831386089325,0.205002963542938
469.2148,304.7406,0.340726264341062,0.42091569304466203,0.721247792243958
462.4528,404.584,0.0947996486125904,0.6186264753341669,0.647498488426209
461.8533,273.224,0.11327070643392802,0.5,0.35250148177146895
475.504,350.0901,0.0439597772971938,0.302289217710495,0.278752207756042
505.4878,0.0487,0.0281775030100015,0.38137352466583296,0.426250725984573
439.0991,321.3722,0.252842184809247,0.5,0.7949970364570621
486.6605,275.0758,0.25598103039361997,0.38137352466583296,0.573749244213104
490.2285,417.4184,0.141735956569224,0.302289217710495,0.278752207756042
495.8181,254.1093,0.12100984858847501,0.38137352466583296,0.573749244213104
450.8868,256.2066,0.0605558138504325,0.38137352466583296,0.5
500.2867,341.9679,0.21144589135377304,0.539542138576508,0.7949970364570621
470.9867,290.2107,0.085715683405013,0.539542138576508,0.573749244213104
470.1127,24.6873,0.00958562992042478,0.46045783162117,0.573749244213104
472.4592,365.9925,0.000840562925972524,0.6186264753341669,0.573749244213104
505.1273,387.8609,0.273155371960714,0.539542138576508,0.7949970364570621
1376.3457,501.51300000000003,1.01138332434468,0.57908433675766,0.721247792243958
533.7967,361.9973,0.28041086839609003,0.42091569304466203,0.647498488426209
433.9912,5.3166,0.0221188700480643,0.341831386089325,0.647498488426209
454.2641,0.1284,0.0480725890144134,0.46045783162117,0.278752207756042
425.5594,241.5827,0.07452194800995099,0.341831386089325,0.5
494.7179,240.81,0.106144044635152,0.46045783162117,0.647498488426209
549.6508,335.3858,0.33776704618937703,0.341831386089325,0.721247792243958
402.9418,296.2028,0.0229498011054777,0.539542138576508,0.426250725984573
441.1127,342.0404,0.21995152676702998,0.6186264753341669,0.647498488426209
458.7265,439.1262,0.24477377004819698,0.42091569304466203,0.278752207756042
490.1023,399.5679,0.10003393193094098,0.6186264753341669,0.278752207756042
725.2812,416.1449,0.174145705323736,0.42091569304466203,0.573749244213104
458.7896,277.7114,0.24917166920063197,0.42091569304466203,0.573749244213104
562.5872,0.0405,0.0295515508438568,0.42091569304466203,0.426250725984573
669.0057,303.6722,0.0201267531067113,0.341831386089325,0.573749244213104
902.2046,566.0222,0.151820651293949,0.6186264753341669,0.721247792243958
451.7148,384.9114,0.0773905715442253,0.46045783162117,0.7949970364570621
783.9881,464.5429,1.0743695074119,0.5,0.573749244213104
462.2816,277.6162,0.195919592547273,0.42091569304466203,0.7949970364570621
398.5387,0.034,0.0695522387976166,0.5,0.721247792243958
820.3448,422.1627,0.260380230381197,0.38137352466583296,0.131253719329834
540.2826,349.7872,0.396339809018405,0.341831386089325,0.721247792243958
517.3543,286.6839,0.0841680663527064,0.341831386089325,0.721247792243958
440.551,0.0453,0.0662223377733201,0.38137352466583296,0.721247792243958
469.8677,341.2392,0.18253173641136802,0.5,0.5
450.4881,253.71,0.15970777797222901,0.38137352466583296,0.278752207756042
543.4045,340.9233,0.40635385261845497,0.658168613910675,0.7949970364570621
469.8599,332.6298,0.144670739365858,0.658168613910675,0.7949970364570621
414.9279,209.5037,0.00417998009302792,0.46045783162117,0.721247792243958
449.88,391.3038,0.0840127528953602,0.302289217710495,0.647498488426209
523.4987,360.5105,0.492613368927062,0.42091569304466203,0.131253719329834
599.6215,283.1531,0.46198242515461496,0.658168613910675,0.721247792243958
459.5912,12.5154,0.00950426559428731,0.539542138576508,0.7949970364570621
482.5324,362.283,0.182565454536604,0.658168613910675,0.573749244213104
